"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"WI","WD","GW","PS",NA,"ARHC AVBURWI01 LIMITED LIABILITY COMPANY","ARHC AVBURWI01 LIMITED LIABILITY COMPANY",NA,"14367","26156","22478",NA,NA,"22150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Racine",NA,NA,NA,NA,NA,NA,NA,NA,"42.6370430012","-88.2878030005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"ARMSTRONG BILLY","ARMSTRONG BILLY",NA,"14233","25774","22284",NA,NA,"21780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"43.9741999992","-89.7794999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"ARPIN CRANBERRY COMPANY INCORPORATED","ARPIN CRANBERRY COMPANY INCORPORATED",NA,"10873","6446","4078",NA,NA,"4226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,NA,NA,NA,"44.2399832992","-90.4829332006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"ARPIN CRANBERRY COMPANY INCORPORATED","ARPIN CRANBERRY COMPANY INCORPORATED",NA,"10873","10312","4078",NA,NA,"4227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,NA,NA,NA,"44.2401832993","-90.4845500002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"ARPIN CRANBERRY COMPANY INCORPORATED","ARPIN CRANBERRY COMPANY INCORPORATED",NA,"10873","9061","4078",NA,NA,"4228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,NA,NA,NA,"44.2351999989","-90.4875832997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"ARPIN CRANBERRY COMPANY INCORPORATED","ARPIN CRANBERRY COMPANY INCORPORATED",NA,"10873","5191","4078",NA,NA,"4229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,NA,NA,NA,"44.2351332993","-90.4882832997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"ARPIN CRANBERRY COMPANY INCORPORATED","ARPIN CRANBERRY COMPANY INCORPORATED",NA,"10873","14019","4078",NA,NA,"6764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,NA,NA,NA,"44.2402499987","-90.4826666995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"ARPIN CRANBERRY COMPANY INCORPORATED","ARPIN CRANBERRY COMPANY INCORPORATED",NA,"10873","6445","4078",NA,NA,"7123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,NA,NA,NA,"44.2407332986","-90.4838499998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"ARPIN CRANBERRY COMPANY INCORPORATED","ARPIN CRANBERRY COMPANY INCORPORATED",NA,"10873","14018","4078",NA,NA,"7124",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Jackson",NA,NA,NA,NA,NA,NA,NA,NA,"44.2353166988","-90.4884499998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"ASSET ACQUISITIONS INCORPORATED","ASSET ACQUISITIONS INCORPORATED",NA,"12042","19690","19553",NA,NA,"15938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Milwaukee",NA,NA,NA,NA,NA,NA,NA,NA,"43.1075919994","-87.9138289999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","CO",NA,"ASSET ACQUISITIONS INCORPORATED","ASSET ACQUISITIONS INCORPORATED",NA,"12042","19691","19553",NA,NA,"15939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Milwaukee",NA,NA,NA,NA,NA,NA,NA,NA,"43.1075839724","-87.9138234043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","SW","IR",NA,"ATHEY ROBERT AND FLORENCE BRUNETTE","ATHEY ROBERT AND FLORENCE BRUNETTE",NA,"6152","14648","18808",NA,NA,"14968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown",NA,NA,NA,NA,NA,NA,NA,NA,"44.5535880447","-88.0757779057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"gpd","permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_SW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"ATKINSON FARMS INCORPORATED","ATKINSON FARMS INCORPORATED",NA,"8188","24854","1097",NA,NA,"20859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rock",NA,NA,NA,NA,NA,NA,NA,NA,"42.6045999989","-88.9294999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"ATKINSON FARMS INCORPORATED","ATKINSON FARMS INCORPORATED",NA,"8188","24855","1097",NA,NA,"20860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rock",NA,NA,NA,NA,NA,NA,NA,NA,"42.5951999986","-88.9423000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"ATKINSON FARMS INCORPORATED","ATKINSON FARMS INCORPORATED",NA,"8188","24856","1097",NA,NA,"20861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rock",NA,NA,NA,NA,NA,NA,NA,NA,"42.5846999994","-88.9255000006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"AUGUSTA CITY OF UTILITY","AUGUSTA CITY OF UTILITY",NA,"10922","27183","3419",NA,NA,"23178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eau Claire",NA,NA,NA,NA,NA,NA,NA,NA,"44.6698000006","-91.1306999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"B 5 GOLF ENTERPRISE","B 5 GOLF ENTERPRISE",NA,"8427","10829","1280",NA,NA,"2446",NA,NA,NA,NA,NA,NA,NA,"LIMESTONE DOLOMITE",NA,NA,NA,NA,"Brown",NA,NA,NA,NA,NA,NA,NA,NA,"44.4056294989","-87.8693217004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"B 5 GOLF ENTERPRISE","B 5 GOLF ENTERPRISE",NA,"8427","12106","1280",NA,NA,"3791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown",NA,NA,NA,NA,NA,NA,NA,NA,"44.4020092989","-87.8693251002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"B 5 GOLF ENTERPRISE","B 5 GOLF ENTERPRISE",NA,"8427","4400","1280",NA,NA,"3792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown",NA,NA,NA,NA,NA,NA,NA,NA,"44.4079239994","-87.8759369998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"BACH JASON","BACH JASON",NA,"14743","27010","23112",NA,NA,"23005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vilas",NA,NA,NA,NA,NA,NA,NA,NA,"45.9033000007","-89.2864899999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"BACH JASON","BACH JASON",NA,"14743","27011","23112",NA,NA,"23006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vilas",NA,NA,NA,NA,NA,NA,NA,NA,"45.9027800013","-89.2895500006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"BACH JASON","BACH JASON",NA,"14743","27012","23112",NA,NA,"23007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vilas",NA,NA,NA,NA,NA,NA,NA,NA,"45.9019900008","-89.2864800003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"BAHN RON","BAHN RON",NA,"14753","27027","23125",NA,NA,"23022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Lake",NA,NA,NA,NA,NA,NA,NA,NA,"43.8957700013","-88.9385899996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","AG",NA,"BAKAKE ACRES LIMITED LIABILITY COMPANY","BAKAKE ACRES LIMITED LIABILITY COMPANY",NA,"13789","24473","21518",NA,NA,"20486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waupaca",NA,NA,NA,NA,NA,NA,NA,NA,"44.4299899989","-88.7779900002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","AG",NA,"BAKAKE ACRES LIMITED LIABILITY COMPANY","BAKAKE ACRES LIMITED LIABILITY COMPANY",NA,"13789","24474","21518",NA,NA,"20487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waupaca",NA,NA,NA,NA,NA,NA,NA,NA,"44.4307000005","-88.7789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"BALTSCHEIT ROBERT","BALTSCHEIT ROBERT",NA,"14240","25802","22290",NA,NA,"21808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Racine",NA,NA,NA,NA,NA,NA,NA,NA,"42.7138999988","-88.1412000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","SW","IR",NA,"BANASZAK JOHN AND DONALD","BANASZAK JOHN AND DONALD",NA,"6153","14649","18809","LEFT FOOT CR",NA,"14969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marinette",NA,NA,NA,NA,NA,NA,NA,NA,"45.2009609988","-88.0435628996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"gpd","permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_SW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"BANDB RIVERS EDGE LIMITED LIABILITY COMPANY","BANDB RIVERS EDGE LIMITED LIABILITY COMPANY",NA,"14786","27089","23186",NA,NA,"23084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washburn",NA,NA,NA,NA,NA,NA,NA,NA,"45.6517300005","-91.6740300003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"BANDB RIVERS EDGE LIMITED LIABILITY COMPANY","BANDB RIVERS EDGE LIMITED LIABILITY COMPANY",NA,"14786","27090","23186",NA,NA,"23085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washburn",NA,NA,NA,NA,NA,NA,NA,NA,"45.6524000006","-91.67421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"BANDB RIVERS EDGE LIMITED LIABILITY COMPANY","BANDB RIVERS EDGE LIMITED LIABILITY COMPANY",NA,"14786","27091","23186",NA,NA,"23086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washburn",NA,NA,NA,NA,NA,NA,NA,NA,"45.6522000009","-91.6761999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"BANDB RIVERS EDGE LIMITED LIABILITY COMPANY","BANDB RIVERS EDGE LIMITED LIABILITY COMPANY",NA,"14786","27092","23186",NA,NA,"23087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washburn",NA,NA,NA,NA,NA,NA,NA,NA,"45.6522000009","-91.6761999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"BANDB RIVERS EDGE LIMITED LIABILITY COMPANY","BANDB RIVERS EDGE LIMITED LIABILITY COMPANY",NA,"14786","27093","23186",NA,NA,"23088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washburn",NA,NA,NA,NA,NA,NA,NA,NA,"45.6525000014","-91.6741999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"BARABOO NATIONAL BANK","BARABOO NATIONAL BANK",NA,"10036","8823","2690",NA,NA,"3853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbia",NA,NA,NA,NA,NA,NA,NA,NA,"43.4997887994","-89.0589903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"BARRETT TOM","BARRETT TOM",NA,"10648","11548","3245",NA,NA,"9801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,"43.1531669993","-90.1824999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"BARRETT TOM","BARRETT TOM",NA,"10648","13969","3245",NA,NA,"9799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.900833299","-90.3044450001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"BARRETT TOM","BARRETT TOM",NA,"10648","10267","3245",NA,NA,"9800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juneau",NA,NA,NA,NA,NA,NA,NA,NA,"43.8952782988","-90.3005549997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
